id	lipid	formula	adduct	template_file
Lipid02048	HexCer(d17:1/21:0(OH))	C44H85NO9	NA	NA
Lipid02049	HexCer(d17:1/20:0)	C43H83NO8	NA	NA
Lipid02050	HexCer(d17:1/20:0(OH))	C43H83NO9	NA	NA
Lipid02051	HexCer(d17:1/19:0)	C42H81NO8	NA	NA
Lipid02052	HexCer(d17:1/19:0(OH))	C42H81NO9	NA	NA
Lipid02053	HexCer(d17:1/18:0)	C41H79NO8	NA	NA
Lipid02054	HexCer(d17:1/18:0(OH))	C41H79NO9	NA	NA
Lipid02055	HexCer(d17:1/17:0)	C40H77NO8	NA	NA
Lipid02056	HexCer(d17:1/17:0(OH))	C40H77NO9	NA	NA
Lipid02057	HexCer(d17:1/16:0)	C39H75NO8	NA	NA
Lipid02058	HexCer(d17:1/16:0(OH))	C39H75NO9	NA	NA
Lipid02059	HexCer(d17:1/15:0)	C38H73NO8	NA	NA
Lipid02060	HexCer(d17:1/15:0(OH))	C38H73NO9	NA	NA
Lipid02061	HexCer(d17:1/14:0)	C37H71NO8	NA	NA
Lipid02062	HexCer(d17:1/14:0(OH))	C37H71NO9	NA	NA
Lipid02063	HexCer(d17:1/13:0)	C36H69NO8	NA	NA
Lipid02064	HexCer(d17:1/13:0(OH))	C36H69NO9	NA	NA
Lipid02065	HexCer(d17:1/12:0)	C35H67NO8	NA	NA
Lipid02066	HexCer(d17:1/12:0(OH))	C35H67NO9	NA	NA
